Date/Time,Electricity:Facility [J](Hourly),Heating:Gas [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly) 
 01/11  02:00:00,72340000.92,0,0,0,0,4597200
 01/11  03:00:00,72340000.92,0,0,0,0,4597200
 01/11  04:00:00,72340000.92,0,0,0,0,4597200
 01/11  05:00:00,72340000.92,0,0,0,0,4597200
 01/11  06:00:00,109312130,56382302.79,25730654.13,0,0,4597200
 01/11  07:00:00,300963301.5,186753531.9,188589082.2,0,0,4597200
 01/11  08:00:00,421318422.5,179903306.2,264042196.7,0,0,4597200
 01/11  09:00:00,454429564.9,172265327.9,131173835.7,0,0,4597200
 01/11  10:00:00,368619626.9,156510430.3,80112176.39,0,0,22834069.65
 01/11  11:00:00,332534700.5,138227884.4,51284167.64,0,0,18395479.67
 01/11  12:00:00,324633539.1,117166239.6,35941261.92,0,0,28352090.24
 01/11  13:00:00,362697616.1,83262090.34,70262742.07,0,0,29602595.35
 01/11  14:00:00,310819227.3,48613885.11,14315470.69,0,0,29415825.35
 01/11  15:00:00,296084355.6,33404808.31,12281339.28,0,0,22944333.81
 01/11  16:00:00,300628208.8,40632005.92,12831159.99,0,0,18037072.43
 01/11  17:00:00,345077515,53323481.23,15564647.46,0,0,23362361.97
 01/11  18:00:00,343651259.8,66113690.09,89196968.44,0,0,15139794.51
 01/11  19:00:00,243520796.8,72830191.69,89895334.94,0,0,11432589.29
 01/11  20:00:00,238017954.7,73612433.21,93681442.44,0,0,12962504.01
 01/11  21:00:00,233081810.2,71396440.55,102403330.9,0,0,8776732.903
 01/11  22:00:00,235550980.3,79156926.79,109516944,0,0,4597200
 01/11  23:00:00,99285849.1,0,0,0,0,4597200
 01/11  24:00:00,92454692.48,0,0,0,0,4597200
 01/12  01:00:00,72339865.27,0,0,0,0,4597200
 01/12  02:00:00,72340000.92,0,0,0,0,4597200
 01/12  03:00:00,72340000.92,0,0,0,0,4597200
 01/12  04:00:00,72340000.92,0,0,0,0,4597200
 01/12  05:00:00,72340000.92,0,0,0,0,4597200
 01/12  06:00:00,80258429.84,0,0,0,0,4597200
 01/12  07:00:00,262523794.5,107539156.6,150149575.2,0,0,4597200
 01/12  08:00:00,368387661.3,106896092.4,213198701.2,0,0,4597200
 01/12  09:00:00,402587497.5,87447157.37,80592935.01,0,0,4597200
 01/12  10:00:00,362836614.9,76857422.99,72325291.08,0,0,22852630.97
 01/12  11:00:00,342336870,75333086.42,60350050.18,0,0,23001452.67
 01/12  12:00:00,336956968.9,69995353.56,48097462.47,0,0,23613344.84
 01/12  13:00:00,378050405.1,64261234.97,85701099.36,0,0,29565018.83
 01/12  14:00:00,334526458.5,58303150.45,38934738.21,0,0,29438907.11
 01/12  15:00:00,325179406.9,67643174.78,42057806.97,0,0,22863991.84
 01/12  16:00:00,338762494.9,77131576.86,48312624.53,0,0,18045627.68
 01/12  17:00:00,384963626.2,85417203.02,51594886.14,0,0,23303737.1
 01/12  18:00:00,375316303.9,104623026.2,121046044.5,0,0,17835790.12
 01/12  19:00:00,288278922.4,141596108.3,134653460.5,0,0,13108153.96
 01/12  20:00:00,279569964.4,172442678.2,135233452.1,0,0,8747111.662
 01/12  21:00:00,277707113.5,192100809.2,147028634.2,0,0,8774789.017
 01/12  22:00:00,284879970,204544757.4,158845933.7,0,0,8640258.561
 01/12  23:00:00,99285849.1,0,0,0,0,4597200
 01/12  24:00:00,92454692.48,0,0,0,0,4597200
 01/13  01:00:00,72339865.27,0,0,0,0,4597200
 01/13  02:00:00,72340000.92,0,0,0,0,4597200
 01/13  03:00:00,72340000.92,0,0,0,0,4597200
 01/13  04:00:00,87504499.83,85020159.05,11841452.9,0,0,4597200
 01/13  05:00:00,87628519.09,87230972.87,11965472.17,0,0,4597200
 01/13  06:00:00,185199449.1,201094650.3,96231043.91,0,0,4597200
 01/13  07:00:00,388734811.6,294067224.9,276360592.4,0,0,4597200
 01/13  08:00:00,472286160.7,281622540.8,317067799.9,0,0,4597200
 01/13  09:00:00,461843454.8,271145365.9,140844673.7,0,0,4597200
 01/13  10:00:00,357144306.1,244863638.6,68928617.98,0,0,18253495.3
 01/13  11:00:00,332877589.7,221169797.9,51493628.77,0,0,23005745.89
 01/13  12:00:00,338425605.3,199139267.8,48638945.28,0,0,27237905.34
 01/13  13:00:00,380000371.5,177115456.4,87030019.1,0,0,30795082.37
 01/13  14:00:00,331052236.9,181130059.2,35579526.15,0,0,29416365.79
