Date/Time,Electricity:Facility [J](Hourly),Heating:Gas [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly) 
 01/13  19:00:00,456505653.7,155387179.6,22520990.05,18074821.22,0,13562254.28
 01/13  20:00:00,433720957.1,155619334.5,24990468.4,0,0,13507004.69
 01/13  21:00:00,347909437.7,157021084,27705835.74,0,0,13506632.3
 01/13  22:00:00,309647225.9,161428280,30350491.55,0,0,5356800
 01/13  23:00:00,246568424.3,162368164.9,34469058.49,0,0,5356800
 01/13  24:00:00,250881679.9,165875572.6,37309160.99,0,0,5356800
 01/14  01:00:00,273209781,170636788.4,40712087.58,27411441.36,0,5356800
 01/14  02:00:00,275504292.1,178455725.7,44236665.76,26867002.68,0,5356800
 01/14  03:00:00,244698361.9,165004542.3,45185000.67,0,0,5356800
 01/14  04:00:00,242825908,147518659.2,46497280.66,0,0,5356800
 01/14  05:00:00,273045692.6,156102648.2,47724452.53,26042445.83,0,5356800
 01/14  06:00:00,335777538.1,183884723.3,108461482.8,25827377.25,0,5356800
 01/14  07:00:00,376288100.5,258611585.7,154807674.8,0,0,5356800
 01/14  08:00:00,554201247.2,218360283.4,212751786.9,0,0,5356800
 01/14  09:00:00,523488309.8,200148089.9,182153229.2,0,0,5356800
 01/14  10:00:00,615298718.7,172088684.3,149591327,0,0,5356800
 01/14  11:00:00,605549708.1,154845017.4,139372848.3,0,0,13735138.35
 01/14  12:00:00,598093573.7,144191398.6,131520470.5,0,0,22119951.47
 01/14  13:00:00,555813240.3,135568090.8,119791872.5,0,0,13619611.83
 01/14  14:00:00,536245839.6,117593842.2,95935789.32,0,0,21879186.19
 01/14  15:00:00,536710941.7,102102142.5,93432642.67,0,0,13597567.82
 01/14  16:00:00,377613953,148389060.3,26900293.78,0,0,13603113.67
 01/14  17:00:00,398159500.8,196508169.9,29828425.3,0,0,13598180.2
 01/14  18:00:00,372626957.6,236708366.7,33443288.94,0,0,13467962.53
 01/14  19:00:00,327329047.1,150057248,35046243.8,0,0,5356800
 01/14  20:00:00,328650650.1,142957984.4,37649042.96,0,0,5356800
